,label,anomaly_score_so,anomaly_score_s1,anomaly_score_s2,interpretability_score_io,interpretability_score_i1,interpretability_score_i2,interpretability_score_i3,interpretability_score_i4
131,0.0,0.0,0.19129225976939018,0.37211642143891976,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.09985595265827499,0.7274537993322681,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.2867166934291911,0.4292314216600428,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.269904801981131,0.627988566695268,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.8909949790034716,0.662918076955039,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.8008858204819016,0.9440095558837667,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.6784185630324794,0.9078788816019275,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.8276310818540294,0.8878940948193259,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.7577167732963145,0.3140531896725546,0.0,0.0,0.0,0.0,0.0
140,1.0,1.0,0.5624476042514364,0.5355232650064412,1.0,0.5,0.0,0.5,1.0
141,1.0,1.0,0.977974518476477,0.29416960763543787,1.0,0.5,0.0,0.5,1.0
142,1.0,1.0,0.8644769688672187,0.5638173502621889,1.0,0.5,0.0,0.5,1.0
143,1.0,1.0,0.8242773505123288,0.9782892070443857,1.0,0.5,0.0,0.5,0.7
144,1.0,1.0,0.8448248308700036,0.10883525264806237,1.0,0.5,0.0,0.5,0.7
145,1.0,1.0,0.25505263754480323,0.6767201424141187,1.0,0.5,0.0,0.5,0.7
146,1.0,1.0,0.030056128236789947,0.1129964589356639,1.0,0.5,0.0,0.5,0.7
147,1.0,1.0,0.11300347864682493,0.12209487301391453,1.0,0.5,0.0,0.5,0.7
148,1.0,1.0,0.07456072762153937,0.6053980929170386,1.0,0.5,0.0,0.5,0.7
149,1.0,1.0,0.2079709669475722,0.2599054452710299,1.0,0.5,0.0,0.5,0.7
150,1.0,1.0,0.1967445293619463,0.6861053142752043,1.0,0.5,0.0,0.5,0.3
151,1.0,1.0,0.2560101494651049,0.3709439697245718,1.0,0.5,0.0,0.5,0.3
152,1.0,1.0,0.03929158742541492,0.6363056887771693,1.0,0.5,0.0,0.5,0.3
153,1.0,1.0,0.082088273920938,0.3971757341097193,1.0,0.5,0.0,0.5,0.3
154,1.0,1.0,0.19431630987883478,0.5658776767854693,1.0,0.5,0.0,0.5,0.3
155,1.0,1.0,0.29227452700329826,0.9731786365775952,1.0,0.5,0.0,0.5,0.3
156,1.0,1.0,0.13260539503891453,0.04695032588974879,1.0,0.5,0.0,0.5,0.3
157,1.0,1.0,0.13907014709967516,0.8509079437615387,1.0,0.5,0.0,0.5,0.0
158,1.0,1.0,0.2425092163611648,0.29328309280616816,1.0,0.5,0.0,0.5,0.0
159,1.0,1.0,0.15044396751233743,0.3514065475771495,1.0,0.5,0.0,0.5,0.0
160,0.0,0.0,0.20673567767613435,0.3249564318260363,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.27451885382916164,0.09782364403056598,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.16780539397974653,0.41725978763311056,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.20425957053553145,0.9913760901639059,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.028209076456015003,0.5657999885465891,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.26247020530739384,0.4651815121750623,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,0.039125204385592804,0.5952784405111976,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0258783141329291,0.10807992316069481,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.11295722373147124,0.1671759616070434,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.07007610554911516,0.22727782155424536,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.062467561567451535,0.9531097191899479,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.12775986093833672,0.40740720487203697,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.1743514671386023,0.4775999087630637,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.18807417434397952,0.23017507303128604,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.16528625978262032,0.29935508655095755,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.19265399922505874,0.5377246677007472,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.10019560074105076,0.4569813961380542,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.12776588602337038,0.9343988232428502,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.07785530031477962,0.6340014633152085,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,0.1588161133514889,0.239521985952592,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,0.02255703833781072,0.16314015398950898,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.1696740177200271,0.9741575005449428,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.2532215725104863,0.7473543934422338,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0016301154388420724,0.5471632306551857,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.10892634432069985,0.6637624165327827,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.061326787928837084,0.8562715818165022,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.023055287649443555,0.5054838173502776,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.040011265517486225,0.46098925463715534,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.2925673777788341,0.6443943595095022,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.08853709825955754,0.8006251915059464,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.19838769715296586,0.6393571768603887,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.028040107374819278,0.5938845464316447,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.16530186061688026,0.20803431506558612,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.18472055478152138,0.3594714623445866,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.15368826877749586,0.5528438162112377,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.241037734126668,0.7615821671356746,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.16926289997942354,0.0330583144872042,0.0,0.0,0.0,0.0,0.0
197,0.0,0.0,0.21240596804432335,0.8783776773808999,0.0,0.0,0.0,0.0,0.0
198,0.0,0.0,0.20371312572366881,0.6457961707970277,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.16322179622343583,0.8148948546711233,0.0,0.0,0.0,0.0,0.0
